Test #,Question,RAG BLEU-1,RAG BLEU-2,RAG BLEU-4,RAG ROUGE-1,RAG ROUGE-2,RAG ROUGE-L,RAG Reference Length (tokens),RAG Prediction Length (tokens),RAG Reference Length (chars),RAG Prediction Length (chars),RAG Contextual Relevance,RAG Semantic Similarity,RAG Distinct-1,RAG Distinct-2,RAG Response Time (s),Vanilla BLEU-1,Vanilla BLEU-2,Vanilla BLEU-4,Vanilla ROUGE-1,Vanilla ROUGE-2,Vanilla ROUGE-L,Vanilla Reference Length (tokens),Vanilla Prediction Length (tokens),Vanilla Reference Length (chars),Vanilla Prediction Length (chars),Vanilla Contextual Relevance,Vanilla Semantic Similarity,Vanilla Distinct-1,Vanilla Distinct-2,Vanilla Response Time (s),Hybrid BLEU-1,Hybrid BLEU-2,Hybrid BLEU-4,Hybrid ROUGE-1,Hybrid ROUGE-2,Hybrid ROUGE-L,Hybrid Reference Length (tokens),Hybrid Prediction Length (tokens),Hybrid Reference Length (chars),Hybrid Prediction Length (chars),Hybrid Contextual Relevance,Hybrid Semantic Similarity,Hybrid Distinct-1,Hybrid Distinct-2,Hybrid Response Time (s),RetrievalOnly BLEU-1,RetrievalOnly BLEU-2,RetrievalOnly BLEU-4,RetrievalOnly ROUGE-1,RetrievalOnly ROUGE-2,RetrievalOnly ROUGE-L,RetrievalOnly Reference Length (tokens),RetrievalOnly Prediction Length (tokens),RetrievalOnly Reference Length (chars),RetrievalOnly Prediction Length (chars),RetrievalOnly Contextual Relevance,RetrievalOnly Semantic Similarity,RetrievalOnly Distinct-1,RetrievalOnly Distinct-2,RetrievalOnly Response Time (s)
61,What are common signs of depression?,0.0547945205479452,0.04778184825674965,0.030959923158422317,0.11267605633802817,0.08695652173913043,0.11267605633802817,6,63,36,419,0.7923071384429932,0.7923071384429932,0.8730158730144872,0.984126984125422,5.130977630615234,0.026315789473684213,0.016687539144058627,0.0,0.056818181818181816,0.022988505747126436,0.03409090909090909,6,161,36,972,0.5658666491508484,0.5658666491508484,0.7453416149063694,0.9875776397509395,7.59861159324646,0.021428571428571425,0.017559179045628058,0.0,0.06451612903225806,0.04918032786885246,0.06451612903225806,6,115,36,824,0.7780859470367432,0.7780859470367432,0.7826086956514934,0.9652173913035085,7.083749771118164,0.017301038062283735,0.013424572487871725,0.00814040005563521,0.03802281368821293,0.022988505747126436,0.03802281368821293,6,251,36,1538,0.6376708149909973,0.6376708149909973,0.6533864541830067,0.9641434262944366,0.008285284042358398
62,How do I manage daily life with PTSD?,0.014619883040935666,0.011341105409720437,0.006873303775608239,0.03731343283582089,0.02255639097744361,0.029850746268656723,8,253,37,1785,0.8420417904853821,0.8420417904853821,0.7430830039522754,0.9723320158098924,12.756375074386597,0.014814814814814814,0.0,0.0,0.04,0.0,0.04,8,231,37,1532,0.7908115386962891,0.7908115386962891,0.6926406926403929,0.9307359307355278,9.77937364578247,0.01623376623376623,0.012595084442809195,0.007635767993240437,0.04363636363636363,0.021978021978021973,0.02909090909090909,8,265,37,1708,0.829872727394104,0.829872727394104,0.7094339622638832,0.9584905660373741,11.668370008468628,0.027450980392156866,0.01039589947784094,0.0,0.050420168067226885,0.008474576271186439,0.04201680672268907,8,229,37,1324,0.7628259658813477,0.7628259658813477,0.6331877729254878,0.9519650655017677,0.012411355972290039
63,What are helpful strategies for OCD compulsions?,0.014869888475836434,0.0,0.0,0.0425531914893617,0.008583690987124465,0.025531914893617023,7,223,48,1562,0.7975859642028809,0.7975859642028809,0.7443946188337469,0.9641255605376843,11.630769491195679,0.019531249999999997,0.008751750525175064,0.0,0.044444444444444446,0.017937219730941704,0.035555555555555556,7,211,48,1407,0.7759708762168884,0.7759708762168884,0.7677725118479775,0.9905213270137486,9.941361427307129,0.013245033112582783,0.00937600724238083,0.0,0.02962962962962963,0.01488833746898263,0.02962962962962963,7,392,48,2632,0.8084058165550232,0.8084058165550232,0.6607142857141172,0.9744897959181188,16.693681001663208,0.012448132780082983,0.0,0.0,0.02643171806167401,0.0,0.017621145374449337,7,217,48,1179,0.47788920998573303,0.47788920998573303,0.6774193548383975,0.9953917050686658,0.01171422004699707
64,How can I support someone with anxiety?,0.01661129568106313,0.012888481555661682,0.007814235813977466,0.03759398496240602,0.022727272727272724,0.03007518796992481,7,252,39,1803,0.8336585760116577,0.8336585760116577,0.7301587301584405,0.9523809523805745,11.901466369628906,0.01336898395721925,0.008466614440986925,0.0,0.030211480362537763,0.0121580547112462,0.030211480362537763,7,320,39,2003,0.8333078026771545,0.8333078026771545,0.6374999999998008,0.9249999999997109,12.552236080169678,0.016077170418006437,0.012473392488583689,0.007561753116424828,0.043795620437956206,0.022058823529411766,0.029197080291970802,7,271,39,1754,0.8171083331108093,0.8171083331108093,0.6420664206639698,0.9557195571952193,12.41599416732788,0.020270270270270275,0.011742784807525521,0.0,0.04195804195804196,0.014184397163120567,0.04195804195804196,7,131,39,715,0.6560236811637878,0.6560236811637878,0.7022900763353418,0.9465648854954607,0.009890317916870117
65,What should I know about social anxiety?,0.0176678445229682,0.01370969703522051,0.008313910402966918,0.0386100386100386,0.023346303501945526,0.0386100386100386,7,249,40,1632,0.7772579193115234,0.7772579193115234,0.618473895582081,0.915662650602042,10.67329216003418,0.014084507042253521,0.006307673347377252,0.0,0.037854889589905356,0.006349206349206349,0.025236593059936908,7,300,40,1995,0.7587299346923828,0.7587299346923828,0.6499999999997833,0.9366666666663545,12.05598783493042,0.012448132780082983,0.010185010546583885,0.0,0.027649769585253454,0.018604651162790697,0.027649769585253454,7,207,40,1371,0.8003877997398376,0.8003877997398376,0.681159420289526,0.9420289855067914,9.506600141525269,0.027932960893854743,0.01771591073553316,0.0,0.06060606060606061,0.012269938650306749,0.048484848484848485,7,154,40,921,0.695136547088623,0.695136547088623,0.6818181818177391,0.9805194805188439,0.011992216110229492
66,How do I cope with health anxiety?,0.008720930232558136,0.007130982060425588,0.0,0.019480519480519477,0.013071895424836602,0.019480519480519477,7,298,34,2026,0.7284970879554749,0.7284970879554749,0.6375838926172357,0.9161073825500282,13.281631708145142,0.014705882352941173,0.007366494996593578,0.0,0.0390625,0.007874015748031496,0.03125,7,239,34,1509,0.6936072707176208,0.6936072707176208,0.6736401673637349,0.962343096233907,9.715216875076294,0.018292682926829267,0.012954643150053293,0.0,0.034482758620689655,0.020833333333333336,0.034482758620689655,7,282,34,1856,0.7430031299591064,0.7430031299591064,0.673758865247988,0.9290780141840678,11.624810218811035,0.014792899408284025,0.0,0.0,0.03289473684210526,0.0,0.03289473684210526,7,286,34,1788,0.6763023734092712,0.6763023734092712,0.6923076923074503,0.9790209790206368,0.010869741439819336
67,What are the differences between sadness and clinical depression?,0.030303030303030304,0.012402519455653738,0.0,0.06315789473684211,0.010638297872340425,0.05263157894736842,9,174,65,1159,0.762740969657898,0.762740969657898,0.7068965517237317,0.9310344827580856,9.02238941192627,0.019672131147540985,0.008044312134805203,0.0,0.041379310344827586,0.006944444444444445,0.041379310344827586,9,272,65,1693,0.6805546879768372,0.6805546879768372,0.6102941176468345,0.9485294117643572,10.556832551956177,0.04310344827586208,0.01936007731655916,0.0,0.0909090909090909,0.018518518518518517,0.0909090909090909,9,98,65,655,0.7977765798568726,0.7977765798568726,0.7959183673461266,0.9591836734684089,6.540936231613159,0.015673981191222576,0.007020630244429755,0.0,0.03389830508474576,0.0,0.03389830508474576,9,283,65,1589,0.5543588399887085,0.5543588399887085,0.614840989399076,0.9505300353353532,0.011563539505004883
68,How do I manage depressive episodes without medication?,0.009771986970684036,0.007991820561475575,0.0,0.02952029520295203,0.014869888475836429,0.022140221402214024,8,257,55,1734,0.806317925453186,0.806317925453186,0.7470817120619662,0.9688715953303624,11.836795806884766,0.015723270440251572,0.014085485040849034,0.010457414124156655,0.04285714285714286,0.02877697841726618,0.04285714285714286,8,263,55,1688,0.8045701384544373,0.8045701384544373,0.7224334600757709,0.969581749049061,11.043669939041138,0.017543859649122806,0.015719307070490657,0.011674697205445013,0.03875968992248062,0.03125,0.03875968992248062,8,245,55,1608,0.8182342648506165,0.8182342648506165,0.7755102040813162,0.9673469387751155,11.605698585510254,0.025641025641025644,0.0,0.0,0.04,0.0,0.02666666666666667,8,134,55,817,0.6404441595077515,0.6404441595077515,0.7761194029844956,0.9626865671634608,0.010141611099243164
69,How can I prepare for therapy sessions?,0.010416666666666668,0.007375305159564095,0.0,0.028011204481792715,0.011267605633802818,0.028011204481792715,7,344,39,2044,0.8104950785636902,0.8104950785636902,0.5639534883719292,0.9244186046508941,13.47217059135437,0.013123359580052492,0.01017867724062589,0.0,0.03409090909090909,0.017142857142857144,0.03409090909090909,7,335,39,2036,0.7969513535499573,0.7969513535499573,0.5970149253729561,0.9223880597012172,12.524121522903442,0.01666666666666667,0.0,0.0,0.044444444444444446,0.0,0.029629629629629627,7,260,39,1592,0.7842589616775513,0.7842589616775513,0.6115384615382263,0.9230769230765681,10.990835428237915,0.026615969581749048,0.014253958759540988,0.0,0.04838709677419354,0.008130081300813007,0.04032258064516129,7,240,39,1285,0.6987130045890808,0.6987130045890808,0.5291666666664462,0.9124999999996198,0.010136604309082031
70,What if therapy isn't helping me?,0.015544041450777207,0.012724664963982186,0.0,0.06315789473684211,0.031914893617021274,0.06315789473684211,6,176,33,1062,0.7388619780540466,0.7388619780540466,0.7045454545450542,0.9602272727267273,8.266829013824463,0.006920415224913494,0.0,0.0,0.022727272727272724,0.0,0.015151515151515154,6,244,33,1464,0.6426402926445007,0.6426402926445007,0.6639344262292362,0.9508196721307579,10.280081033706665,0.02803738317757009,0.023000157168277646,0.0,0.1090909090909091,0.05555555555555555,0.09090909090909091,6,100,33,599,0.8140742182731628,0.8140742182731628,0.75999999999924,0.97999999999902,5.598539590835571,0.019047619047619046,0.0,0.0,0.04878048780487805,0.012345679012345678,0.036585365853658534,6,143,33,892,0.7007393836975098,0.7007393836975098,0.7552447552442272,0.9720279720272924,0.010154485702514648
71,How important is sleep for mental health?,0.05063291139240507,0.025478223832249746,0.0,0.1,0.02564102564102564,0.1,7,72,41,456,0.7349618077278137,0.7349618077278137,0.8611111111099151,0.9861111111097415,5.323692798614502,0.04587155963302752,0.020609140284562406,0.0,0.09433962264150943,0.01923076923076923,0.056603773584905655,7,94,41,602,0.6963945627212524,0.6963945627212524,0.8404255319139995,0.989361702126607,5.193166017532349,0.04000000000000001,0.02324952774876386,0.0,0.07894736842105261,0.02702702702702703,0.07894736842105261,7,67,41,448,0.7476798295974731,0.7476798295974731,0.8059701492525284,0.9850746268642013,5.662537097930908,0.015151515151515157,0.0,0.0,0.02649006622516556,0.0,0.019867549668874173,7,294,41,1591,0.5188815593719482,0.5188815593719482,0.6122448979589754,0.9693877551017112,0.008768558502197266
72,What are healthy sleep habits I can build?,0.019230769230769235,0.012186063699987308,0.0,0.04329004329004329,0.017467248908296942,0.04329004329004329,8,218,42,1269,0.6631256341934204,0.6631256341934204,0.6926605504583979,0.926605504586731,11.454001665115356,0.016835016835016835,0.01066536983653702,0.0,0.03745318352059925,0.01509433962264151,0.03745318352059925,8,256,42,1530,0.6157413125038147,0.6157413125038147,0.6874999999997314,0.9374999999996338,10.32155990600586,0.018072289156626505,0.0,0.0,0.03896103896103896,0.0,0.025974025974025972,8,142,42,889,0.5526728630065918,0.5526728630065918,0.8309859154923727,0.9718309859148087,7.92783260345459,0.01196172248803828,0.0,0.0,0.0213903743315508,0.0,0.0213903743315508,8,358,42,2125,0.5784553289413452,0.5784553289413452,0.6452513966478645,0.9525139664801809,0.010010004043579102
73,How does nutrition impact my mood?,0.01428571428571428,0.0,0.0,0.046511627906976744,0.0,0.046511627906976744,6,122,34,808,0.7621622085571289,0.7621622085571289,0.7540983606551196,0.9918032786877117,7.89370322227478,0.00804289544235925,0.0,0.0,0.018808777429467082,0.0,0.018808777429467082,6,308,34,2008,0.6463733911514282,0.6463733911514282,0.6363636363634297,0.941558441558136,13.25148868560791,0.004672897196261684,0.0,0.0,0.020942408376963352,0.0,0.020942408376963352,6,182,34,1230,0.7302008867263794,0.7302008867263794,0.7087912087908194,0.9670329670324358,9.423500061035156,0.0044943820224719105,0.0,0.0,0.010152284263959392,0.0,0.010152284263959392,6,381,34,2253,0.5065912008285522,0.5065912008285522,0.6587926509184623,0.9501312335955512,0.009176254272460938
74,Can exercise really help with depression?,0.04301075268817205,0.0,0.0,0.1075268817204301,0.0,0.06451612903225806,6,84,41,574,0.8240036964416504,0.8240036964416504,0.8571428571418367,0.9761904761893141,6.197662830352783,0.028368794326241134,0.0,0.0,0.07518796992481203,0.0,0.06015037593984962,6,125,41,824,0.8383867144584656,0.8383867144584656,0.7839999999993728,0.9679999999992256,5.72748064994812,0.02272727272727273,0.013171584244345806,0.0,0.06349206349206349,0.016129032258064516,0.06349206349206349,6,117,41,810,0.8360581398010254,0.8360581398010254,0.7606837606831105,0.9572649572641391,7.0548741817474365,0.011080332409972296,0.0,0.0,0.023529411764705882,0.0,0.011764705882352941,6,322,41,1831,0.43964728713035583,0.43964728713035583,0.5931677018631698,0.9347826086953619,0.011695623397827148
75,How do I stay consistent with self-care routines?,0.01259445843828715,0.0,0.0,0.03783783783783783,0.005434782608695653,0.021621621621621623,8,342,49,2196,0.8159448504447937,0.8159448504447937,0.6315789473682364,0.9561403508769134,14.725476503372192,0.008875739644970416,0.005132008024632988,0.0,0.030959752321981424,0.012461059190031154,0.02476780185758514,8,294,49,1832,0.7580322027206421,0.7580322027206421,0.6768707482990896,0.9659863945574946,12.133644104003906,0.010869565217391302,0.007706914508580941,0.0,0.04678362573099415,0.023668639053254434,0.04678362573099415,8,156,49,960,0.805286169052124,0.805286169052124,0.743589743589267,0.9679487179480976,8.441909074783325,0.006097560975609755,0.0,0.0,0.03614457831325301,0.0,0.024096385542168676,8,142,49,795,0.500811755657196,0.500811755657196,0.6690140845065712,0.9436619718303214,0.011312723159790039
76,How do I practice gratitude when I feel hopeless?,0.00940438871473354,0.0,0.0,0.03355704697986577,0.0,0.020134228187919462,9,285,49,1711,0.8203452229499817,0.8203452229499817,0.6175438596489061,0.9543859649119458,11.661308526992798,0.011904761904761908,0.0,0.0,0.03375527426160337,0.0,0.02531645569620253,9,221,49,1398,0.8087823987007141,0.8087823987007141,0.669683257918249,0.9276018099543315,9.438993215560913,0.015625000000000007,0.007827803638564368,0.0,0.034334763948497854,0.008658008658008656,0.02575107296137339,9,222,49,1361,0.8111622929573059,0.8111622929573059,0.6396396396393516,0.9414414414410174,9.848471641540527,0.03676470588235295,0.0,0.0,0.05755395683453238,0.0,0.04316546762589929,9,125,49,685,0.531262218952179,0.531262218952179,0.6319999999994944,0.9359999999992512,0.009772539138793945
77,What is the role of hydration in mental well-being?,0.04964539007092199,0.018831089428867732,0.0,0.11594202898550725,0.029411764705882353,0.07246376811594203,9,123,51,780,0.6540970802307129,0.6540970802307129,0.796747967479027,0.9756097560967678,6.812086582183838,0.042553191489361694,0.0,0.0,0.09890109890109891,0.011111111111111112,0.05494505494505494,9,167,51,1073,0.7497127652168274,0.7497127652168274,0.7485029940115279,0.9640718562868479,7.631501197814941,0.034782608695652174,0.012324330445980119,0.0,0.08571428571428572,0.019230769230769232,0.05714285714285714,9,198,51,1288,0.6775371432304382,0.6775371432304382,0.7323232323228626,0.9595959595954751,10.066028833389282,0.022346368715083803,0.0,0.0,0.06802721088435375,0.0,0.04081632653061224,9,130,51,775,0.411866694688797,0.411866694688797,0.7923076923070829,0.9846153846146273,0.01645207405090332
78,How do I make time for self-care when life is busy?,0.02684563758389262,0.0164671811917813,0.0,0.06405693950177935,0.028673835125448032,0.0498220640569395,11,260,51,1581,0.8038999438285828,0.8038999438285828,0.6576923076920548,0.9269230769227205,12.17342734336853,0.03543307086614174,0.020497682564319546,0.0,0.08943089430894309,0.03278688524590164,0.06504065040650407,11,224,51,1467,0.7569007873535156,0.7569007873535156,0.7187499999996791,0.977678571428135,9.538568496704102,0.01929260450160772,0.013663916869225563,0.0,0.04745762711864407,0.0273037542662116,0.04067796610169491,11,267,51,1656,0.7517499327659607,0.7517499327659607,0.6779026217225925,0.9513108614228647,13.0165274143219,0.024324324324324326,0.008119087271036078,0.0,0.052631578947368425,0.0058823529411764705,0.03508771929824561,11,325,51,1693,0.6326304078102112,0.6326304078102112,0.6092307692305818,0.9476923076920162,0.013001203536987305
79,How can nature and time outside help my mental health?,0.022792022792022797,0.011412279800291013,0.0,0.05750798722044728,0.01929260450160772,0.051118210862619806,10,297,54,1855,0.7733637094497681,0.7733637094497681,0.7037037037034668,0.9494949494946299,13.048017740249634,0.014732965009208097,0.00903038076737271,0.0,0.03636363636363636,0.012170385395537527,0.03636363636363636,10,470,54,3042,0.7557358145713806,0.7557358145713806,0.5617021276594549,0.8808510638295999,18.235084056854248,0.027681660899653984,0.009803921568627446,0.0,0.06083650190114068,0.01532567049808429,0.0532319391634981,10,250,54,1715,0.7505731582641602,0.7505731582641602,0.6279999999997489,0.9279999999996289,12.075992822647095,0.02941176470588235,0.01476024809233492,0.0,0.045454545454545456,0.015384615384615385,0.045454545454545456,10,120,54,666,0.5636842846870422,0.5636842846870422,0.7416666666660486,0.9833333333325138,0.01009368896484375
80,What are simple self-care ideas for when I'm low energy?,0.021582733812949645,0.008827004392484723,0.0,0.060836501901140684,0.015325670498084292,0.030418250950570342,10,246,56,1417,0.579956591129303,0.579956591129303,0.6626016260159908,0.9471544715443305,10.809087753295898,0.015837104072398182,0.0,0.0,0.03950617283950618,0.0049627791563275426,0.024691358024691357,10,381,56,2380,0.7467504143714905,0.7467504143714905,0.6929133858265898,0.9606299212595905,15.172643423080444,0.021084337349397592,0.011287063779286859,0.0,0.059602649006622516,0.02,0.046357615894039736,10,286,56,1721,0.7457816004753113,0.7457816004753113,0.6783216783214412,0.9510489510486185,12.403651475906372,0.021276595744680854,0.0,0.0,0.06382978723404255,0.02150537634408602,0.021276595744680854,10,170,56,989,0.5254774689674377,0.5254774689674377,0.6941176470584153,0.9764705882347198,0.012356996536254883
81,What should I do during a mental health crisis?,0.01742160278745644,0.01351828706542029,0.008197426496697163,0.0390625,0.03149606299212599,0.0390625,9,241,47,1542,0.7865185141563416,0.7865185141563416,0.726141078837873,0.9585062240659924,11.678975820541382,0.024154589371980676,0.021656896196223362,0.01610608226232827,0.05405405405405405,0.04371584699453551,0.05405405405405405,9,168,47,1023,0.7650831341743469,0.7650831341743469,0.726190476190044,0.9583333333327629,7.998391151428223,0.021186440677966104,0.016445826222608834,0.009980272577991405,0.056603773584905655,0.03809523809523809,0.04716981132075472,9,192,47,1132,0.671090841293335,0.671090841293335,0.6979166666663033,0.9583333333328342,10.481637239456177,0.012232415902140675,0.0,0.0,0.021352313167259787,0.0,0.021352313167259787,9,279,47,1493,0.6198961734771729,0.6198961734771729,0.6164874551969117,0.9175627240140081,0.008334875106811523
82,How can I build a crisis safety plan?,0.01840490797546012,0.010642413831301514,0.0,0.04861111111111111,0.02097902097902098,0.04166666666666666,8,277,37,1730,0.6161619424819946,0.6161619424819946,0.6389891696748596,0.931407942237931,12.429579257965088,0.013661202185792344,0.010596407579073902,0.006420736156028754,0.03048780487804878,0.018404907975460124,0.03048780487804878,8,313,37,1962,0.687962532043457,0.687962532043457,0.6198083067090672,0.9329073482425135,12.30697226524353,0.01196172248803828,0.009276613469790645,0.005619101443890338,0.02659574468085106,0.0160427807486631,0.02659574468085106,8,365,37,2287,0.6749730110168457,0.6749730110168457,0.5616438356162845,0.8931506849312622,14.913405895233154,0.010909090909090908,0.0,0.0,0.03187250996015936,0.0,0.02390438247011952,8,244,37,1380,0.4663452208042145,0.4663452208042145,0.63934426229482,0.9303278688520777,0.013264656066894531
83,Who can I reach out to if I feel unsafe?,0.025773195876288662,0.016342574766950103,0.0,0.0718562874251497,0.02424242424242424,0.059880239520958084,10,142,40,944,0.5653281807899475,0.5653281807899475,0.7676056338022764,0.9436619718303214,8.670102834701538,0.03181818181818181,0.02087739218290098,0.0,0.08163265306122451,0.030927835051546396,0.061224489795918366,10,173,40,1021,0.6403088569641113,0.6403088569641113,0.6589595375718735,0.9248554913289453,8.38967776298523,0.021739130434782608,0.014253751903120988,0.0,0.05904059040590406,0.029739776951672865,0.05166051660516606,10,249,40,1512,0.5857622623443604,0.5857622623443604,0.6546184738953195,0.939759036144201,12.973221778869629,0.08823529411764706,0.0,0.0,0.17142857142857143,0.0,0.1142857142857143,10,58,40,314,0.4252072870731354,0.4252072870731354,0.84482758620544,0.9655172413776456,0.010560274124145508
84,How do I manage suicidal thoughts?,0.006507592190889372,0.005319199102385934,0.0,0.019999999999999997,0.010050251256281409,0.015000000000000001,6,368,34,2473,0.8051831722259521,0.8051831722259521,0.6385869565215656,0.9374999999997453,17.632072925567627,0.012422360248447204,0.0,0.0,0.04081632653061224,0.0,0.04081632653061224,6,127,34,758,0.6711524128913879,0.6711524128913879,0.7559055118104284,0.984251968503162,6.9378440380096436,0.0,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,6,103,34,605,0.6550424695014954,0.6550424695014954,0.796116504853596,0.9902912621349609,6.651641607284546,0.025316455696202535,0.0,0.0,0.04484304932735426,0.0,0.03587443946188341,6,206,34,1277,0.645526111125946,0.645526111125946,0.6650485436889976,0.9708737864072957,0.011275291442871094
85,How do I talk to someone about my mental health struggles?,0.015625000000000007,0.009032867169124055,0.0,0.039886039886039885,0.011461318051575931,0.039886039886039885,11,334,58,2066,0.8191964030265808,0.8191964030265808,0.6377245508980127,0.9341317365266665,14.033576965332031,0.018617021276595744,0.009964475909040274,0.0,0.048192771084337345,0.012121212121212123,0.04216867469879518,11,314,58,2017,0.7984652519226074,0.7984652519226074,0.6496815286622135,0.9522292993627541,12.582367897033691,0.01863354037267081,0.015237901742158807,0.0,0.0472972972972973,0.0272108843537415,0.0472972972972973,11,280,58,1762,0.7988539934158325,0.7988539934158325,0.6428571428569133,0.9357142857139515,12.329140901565552,0.017412935323383085,0.013179344272201778,0.0,0.03252032520325203,0.021798365122615803,0.03252032520325203,11,345,58,1973,0.649158775806427,0.649158775806427,0.5768115942027314,0.9333333333330628,0.011485099792480469
86,What are small steps I can take when I feel like giving up?,0.03599999999999999,0.020826304035018686,0.010908786509987507,0.07860262008733625,0.03524229074889868,0.06986899563318778,13,214,59,1331,0.7245697975158691,0.7245697975158691,0.7289719626164818,0.9579439252331973,10.046001672744751,0.02801120448179272,0.012544573221654148,0.0,0.06748466257668712,0.012345679012345678,0.05521472392638036,13,305,59,2001,0.7670962810516357,0.7670962810516357,0.698360655737476,0.954098360655425,12.214539289474487,0.03249097472924187,0.015344114372099526,0.0,0.08032128514056225,0.016194331983805665,0.05622489959839358,13,231,59,1403,0.7212024331092834,0.7212024331092834,0.7012987012983978,0.9437229437225353,9.967334508895874,0.044776119402985065,0.014962640041614494,0.0,0.07960199004975126,0.010050251256281407,0.03980099502487563,13,181,59,1051,0.5932258367538452,0.5932258367538452,0.6906077348062484,0.9779005524856477,0.010004997253417969
87,How can I break out of isolation during a crisis?,0.035874439461883414,0.025424128236982133,0.01276958535815288,0.08910891089108912,0.05,0.07920792079207921,10,188,49,1140,0.7281477451324463,0.7281477451324463,0.7446808510634337,0.9734042553186313,9.890807628631592,0.03658536585365854,0.027324716274143068,0.013941487679251343,0.08620689655172413,0.043478260869565216,0.06896551724137931,10,216,49,1299,0.7061179876327515,0.7061179876327515,0.712962962962633,0.9722222222217721,8.802184104919434,0.02649006622516557,0.016248710521339874,0.008759288666233602,0.06741573033707865,0.022641509433962266,0.0599250936329588,10,250,49,1608,0.5702536702156067,0.5702536702156067,0.7319999999997072,0.9839999999996064,11.380324840545654,0.0121317157712305,0.004589336177191116,0.0,0.02238805970149254,0.0037453183520599247,0.014925373134328358,10,520,49,2956,0.5149269700050354,0.5149269700050354,0.5038461538460569,0.8980769230767502,0.008939266204833984
88,What should I remember during a panic attack?,0.03333333333333333,0.021152477232345084,0.0,0.08571428571428572,0.04347826086956522,0.05714285714285715,8,128,45,724,0.6985663771629333,0.6985663771629333,0.7421874999994202,0.9687499999992433,7.307923793792725,0.01915708812260536,0.014867525836251316,0.009018763163937528,0.04255319148936171,0.025751072961373387,0.04255319148936171,8,225,45,1353,0.6698997020721436,0.6698997020721436,0.6355555555552731,0.937777777777361,8.739455461502075,0.03738317757009346,0.026558293865017596,0.0,0.11009174311926605,0.056074766355140186,0.09174311926605504,8,100,45,573,0.5760517716407776,0.5760517716407776,0.75999999999924,0.96999999999903,6.319334506988525,0.026548672566371685,0.0,0.0,0.04854368932038835,0.0,0.02912621359223301,8,198,45,1054,0.5520950555801392,0.5520950555801392,0.6717171717168325,0.9949494949489925,0.010689735412597656
89,How do I convince myself to seek help when it's hard?,0.024489795918367346,0.017352349932405343,0.0,0.061135371179039305,0.03524229074889868,0.061135371179039305,11,212,53,1345,0.7166785597801208,0.7166785597801208,0.7264150943392801,0.9716981132070889,9.828242778778076,0.013698630136986304,0.007917951719795232,0.0,0.03448275862068966,0.01485148514851485,0.03448275862068966,11,383,53,2391,0.6943172216415405,0.6943172216415405,0.5718015665794852,0.9060052219318784,13.964689493179321,0.014388489208633098,0.01019254672427813,0.0,0.03875968992248062,0.015625000000000003,0.03875968992248062,11,241,53,1449,0.6609619855880737,0.6609619855880737,0.6224066390038911,0.9253112033191182,10.405339479446411,0.019011406844106463,0.01204679389235087,0.0,0.05555555555555556,0.024,0.03968253968253969,11,223,53,1213,0.600596010684967,0.600596010684967,0.6322869955154116,0.9372197309412839,0.013212203979492188
90,How do I ground myself when I'm dissociating?,0.009554140127388533,0.0,0.0,0.028985507246376812,0.0,0.021739130434782608,8,264,45,1558,0.7405863404273987,0.7405863404273987,0.6628787878785368,0.9583333333329703,12.095205545425415,0.013377926421404679,0.0,0.0,0.0449438202247191,0.007547169811320756,0.029962546816479398,8,249,45,1415,0.7118012309074402,0.7118012309074402,0.6465863453812665,0.915662650602042,10.234160661697388,0.004830917874396137,0.0,0.0,0.010869565217391306,0.0,0.010869565217391306,8,175,45,1028,0.7638860940933228,0.7638860940933228,0.674285714285329,0.9085714285709094,8.39156699180603,0.00934579439252336,0.0,0.0,0.030150753768844223,0.0,0.030150753768844223,8,190,45,1101,0.6079034805297852,0.6079034805297852,0.652631578947025,0.942105263157399,0.011803388595581055
91,How do I build emotional resilience?,0.01186943620178042,0.005943542965394407,0.0,0.03389830508474576,0.006825938566552901,0.027118644067796613,6,283,36,1963,0.8302245140075684,0.8302245140075684,0.6996466431092935,0.957597173144538,13.420511484146118,0.008771929824561401,0.007172744855754735,0.0,0.03355704697986577,0.013513513513513514,0.02684563758389262,6,285,36,1957,0.7822139263153076,0.7822139263153076,0.7368421052628994,0.9789473684207092,11.953536987304688,0.012121212121212126,0.008584007226707048,0.0,0.034722222222222224,0.013986013986013988,0.020833333333333336,6,275,36,1834,0.8331862688064575,0.8331862688064575,0.7418181818179121,0.9745454545451002,12.668943166732788,0.013157894736842106,0.00658979477458108,0.0,0.020833333333333336,0.013986013986013988,0.020833333333333336,6,274,36,1537,0.5738155245780945,0.5738155245780945,0.6459854014596182,0.9598540145981899,0.01038670539855957
